query,page_title,label,user_score,prop_unsure,engagement
beauty and the beast cost,Walt Disney Animation Studios,1,-0.20833333333333334,0.45454545454545453,0.4134615384615385
beauty and the beast cost,Beauty salon,0,-0.5,0.5,0.05357142857142857
beauty and the beast cost,Beauty Shop,0,-0.5,0.3333333333333333,0.15789473684210525
beauty and the beast cost,Beauty and the Beast (musical),1,-0.4375,0.4482758620689655,0.28865979381443296
beauty and the beast cost,Brisbane Entertainment Centre,0,-0.6666666666666666,0.25,0.23076923076923078
beauty and the beast cost,Sleeping Beauty (1959 film),0,-0.8076923076923077,0.2972972972972973,0.37755102040816324
beauty and the beast cost,"It's the Girl in the Red Truck, Charlie Brown",0,-0.5,0,0.5
beauty and the beast cost,Pink Floyd,0,-0.970873786407767,0.33116883116883117,0.20103761348897534
beauty and the beast cost,List of X-Men (TV series) episodes,0,-0.7222222222222222,0.3793103448275862,0.24166666666666667
beauty and the beast cost,Shrek,0,-0.5,0.2571428571428571,0.3185840707964602
beauty and the beast cost,Child beauty pageant,0,-0.9333333333333333,0.34782608695652173,0.31884057971014496
beauty and the beast cost,Disney Dream,0,-0.25,0.42857142857142855,0.125
beauty and the beast cost,Disney Fantasy,0,-0.5454545454545454,0.3125,0.29411764705882354
beauty and the beast cost,Beastly (film),0,-0.5,0.17647058823529413,0.2909090909090909
beauty and the beast cost,Be Our Guest Restaurant,0,-0.25,0,0.2727272727272727
beauty and the beast cost,Beauty and the Beast (2009 film),1,-0.75,0.2,0.19047619047619047
beauty and the beast cost,Beauty & the Beast (2012 TV series),1,0.16666666666666666,0.3333333333333333,0.16
beauty and the beast cost,Beauty and a Beat,0,-0.2857142857142857,0.125,0.28
beauty and the beast cost,Beauty and the Beast (2014 film),1,0,0.3,0.1875
beauty and the beast cost,Beauty and the Beast (franchise),1,-0.5,0.25,0.36363636363636365
beauty and the beast cost,Beauty & the Beast (season 2),1,-0.625,0.42857142857142855,0.23636363636363636
beauty and the beast cost,Deborah Chow,0,0,0,0
beauty and the beast cost,Beauty and the Beast (2017 film),1,0.06349206349206349,0.3883495145631068,0.2765957446808511
beauty and the beast cost,Beauty & the Beast (season 3),1,-0.6666666666666666,0.5714285714285714,0.3157894736842105
beauty and the beast cost,Beauty and the Bestie,0,-0.5,0,0.034482758620689655
beauty and the beast cost,Beauty Behind the Madness,0,-0.5,0.12,0.33783783783783783
beauty and the beast cost,Beauty & the Beast (season 4),1,-0.75,0.6,0.375
brigthon pier,Brighton,1,0.16,0.32432432432432434,0.2553191489361702
brigthon pier,Brighton and Hove,0,-0.4444444444444444,0.1,0.225
brigthon pier,Pier,0,0,0.2857142857142857,0.10909090909090909
brigthon pier,"Brighton, Victoria",0,-0.25,0,0.12
brigthon pier,Brighton Rock (novel),0,-0.5333333333333333,0.21052631578947367,0.23684210526315788
brigthon pier,Brighton Beach,0,-0.5,0.5384615384615384,0.2553191489361702
brigthon pier,"New Brighton, New Zealand",0,-0.5,0.3333333333333333,0.25
brigthon pier,West Pier,1,0.6666666666666666,0.25,0.26190476190476186
brigthon pier,"New Brighton, Merseyside",0,-0.25,0.2,0.14285714285714285
brigthon pier,"Brighton, South Australia",0,0.5,0,0.2
brigthon pier,Royal Suspension Chain Pier,0,0,0,0.3333333333333333
brigthon pier,Brighton and Rottingdean Seashore Electric Railway,0,0,0,0.15384615384615385
brigthon pier,List of films set in Brighton,1,0,0,0
brigthon pier,Eastbourne Pier,0,0.5,0.5,0.1875
brigthon pier,Brighton Dome,0,-0.75,0.2,0.2857142857142857
brigthon pier,Brighton Blitz,0,-0.8,0,0.6666666666666666
brigthon pier,Old Steine,0,0,0,0
brigthon pier,Brighton Wheel,1,-0.5,0,0.125
Caravajal,Mexican Inquisition,0,-0.5,0.5,0.09375
Caravajal,Francisco de Carvajal,1,0,0,0
Caravajal,Gaspar de Carvajal,1,0.6666666666666666,0.25,0.14285714285714285
Caravajal,Tarascan state,0,-0.75,0.5,0.12280701754385964
Caravajal,List of companies of Colombia,0,-0.5,0.3333333333333333,0.06896551724137931
Caravajal,Carvajal,1,0,0,0
Caravajal,Andarín Carvajal,1,0.6666666666666666,0.4,0.3333333333333333
Caravajal,Coahuiltecan people,0,-0.75,0.5238095238095238,0.24550898203592816
Caravajal,Dani Carvajal,1,0.375,0.2,0.19565217391304346
Caravajal,Hugo Carvajal,1,0,0,0
dont cry guns n roses,List of LGBT-related films,0,-0.2222222222222222,0.18181818181818182,0.20833333333333331
dont cry guns n roses,Appetite for Destruction,0,-0.3076923076923077,0.4583333333333333,0.22115384615384617
dont cry guns n roses,Shannon Hoon,0,-0.4166666666666667,0.45454545454545453,0.1693548387096774
dont cry guns n roses,Use Your Illusion I,1,0.21428571428571427,0.3333333333333333,0.25316455696202533
dont cry guns n roses,July Monarchy,0,-0.9411764705882353,0.19047619047619047,0.3333333333333333
dont cry guns n roses,Izzy Stradlin,0,-0.18181818181818182,0.35294117647058826,0.2463768115942029
dont cry guns n roses,G N' R Lies,0,-0.625,0,0.14
dont cry guns n roses,Use Your Illusion II,1,0.5714285714285714,0.3,0.16363636363636364
dont cry guns n roses,Duff McKagan,0,0,0.4090909090909091,0.2625
dont cry guns n roses,November Rain,0,-0.4166666666666667,0.2,0.16091954022988506
dont cry guns n roses,Use Your Illusion Tour,1,0,0.15384615384615385,0.2608695652173913
dont cry guns n roses,Chinese Democracy,0,-0.5909090909090909,0.4358974358974359,0.375
dont cry guns n roses,Use Your Illusion,1,0.6666666666666666,0,0.1
dont cry guns n roses,Welcome to the Jungle,0,-0.25,0.2,0.23728813559322035
dont cry guns n roses,Greatest Hits (Guns N' Roses album),1,-0.4444444444444444,0.35714285714285715,0.19696969696969696
dont cry guns n roses,Live Era '87–'93,1,0.2857142857142857,0.4166666666666667,0.26190476190476186
dont cry guns n roses,Don't Cry,1,0.9166666666666666,0.07692307692307693,0.2222222222222222
dont cry guns n roses,Welcome to the Videos,0,0,0,0
dont cry guns n roses,Patience (Guns N' Roses song),0,0,0.4,0.11764705882352941
dont cry guns n roses,List of fictional musical works,0,0,0.5,0.2
dont cry guns n roses,Guns N' Roses,1,0.28846153846153844,0.35802469135802467,0.21148825065274152
dont cry guns n roses,Nightrain,1,-0.5,0.3333333333333333,0.1
dont cry guns n roses,You Could Be Mine,0,-0.2857142857142857,0.4166666666666667,0.22916666666666666
dont cry guns n roses,Chris Pitman,0,-0.5,0.3333333333333333,0.25
dont cry guns n roses,Civil War (song),0,0.5,0.25,0.16666666666666666
dont cry guns n roses,Think About You,0,-0.25,0,0.75
dont cry guns n roses,Since I Don't Have You,0,0,0.625,0.1794871794871795
dont cry guns n roses,Bob Dylan,0,-0.8888888888888888,0.496,0.2332089552238806
dont cry guns n roses,Dead Horse (song),0,0,0.5,0.3333333333333333
dont cry guns n roses,Guns N' Roses discography,1,0.5714285714285714,0.5,0.1780821917808219
dont cry guns n roses,Chinese Democracy Tour,0,-0.5,0.3333333333333333,0.3333333333333333
dont cry guns n roses,Josh Richman,0,0,0,0
dont cry guns n roses,Don't Cry Wolf (album),0,0.5,0.3333333333333333,0.4
dont cry guns n roses,Guns N' Roses/Metallica Stadium Tour,0,-0.8,0.6153846153846154,0.24489795918367346
dont cry guns n roses,List of Unreal Engine games,0,-0.8863636363636364,0.18518518518518517,0.24311926605504589
dont cry guns n roses,National Film Registry,0,-0.9117647058823529,0.2765957446808511,0.29559748427672955
dont cry guns n roses,Better (Guns N' Roses song),0,-0.5,0.3333333333333333,0.2
dont cry guns n roses,Bridge Murder case,0,0,0,0
dont cry guns n roses,"""The Spaghetti Incident?""",0,0.2222222222222222,0.25,0.24444444444444446
dont cry guns n roses,Chelsea Manning,0,-0.9375,0.2857142857142857,0.25227272727272726
dont cry guns n roses,Estranged (song),0,0.4,0.2857142857142857,0.13043478260869565
dont cry guns n roses,List of cult films,0,-0.8387096774193549,0.39215686274509803,0.36170212765957444
dont cry guns n roses,Up Close and Personal Tour (Guns N' Roses),0,0.5,0,0.2
dont cry guns n roses,List of World War I memorials and cemeteries in Artois,0,-0.5,0,0.5
dont cry guns n roses,Appetite for Democracy 3D,0,-0.75,0.3333333333333333,0.3333333333333333
dont cry guns n roses,List of Australian chart achievements and milestones,0,-0.75,0.2,0.17391304347826086
dont cry guns n roses,List of songs recorded by Guns N' Roses,1,0,0.16666666666666666,0.09433962264150943
dont cry guns n roses,"List of Hillary Clinton presidential campaign endorsements, 2016",0,0,0,0
dont cry guns n roses,Not in This Lifetime... Tour,1,-0.038461538461538464,0.3157894736842105,0.25874125874125875
eczistence movie,Horror film,0,-0.5,0.5416666666666666,0.2554347826086956
eczistence movie,Snuff film,0,-0.7,0.5652173913043478,0.26530612244897955
eczistence movie,Dogma (film),0,-0.6428571428571429,0.5,0.25225225225225223
eczistence movie,Existenz,1,0.15384615384615385,0.35,0.19
eczistence movie,List of films considered the worst,0,-0.7027027027027027,0.6185567010309279,0.354014598540146
eczistence movie,Contact (1997 American film),0,-0.7692307692307693,0.6578947368421053,0.23870967741935484
